name;model;price;country;mileage;registration;transmission;power;fueltype;Automat;Benzín;CNG;Diesel;Elektřina;Hybrid;LPG;Ostatní paliva
Skoda Karoq 1.5 TSI ACT DSG 110 kW;Karoq;765990;Německo;7500;2021;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Octavia 2.0 TDI Tec Business 110 kW;Octavia;536990;Francie;55471;2019;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Superb 2.0 TDI DSG Active 110 kW;Superb;433490;Španělsko;128600;2018;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Citigo 1.0 MPI Active 55 kW;Citigo;141490;Německo;118000;2015;Manuál;55;Benzín;0;1;0;0;0;0;0;0
Skoda Citigo 1.0 MPI Clever 55 kW;Citigo;201990;Francie;71878;2018;Manuál;55;Benzín;0;1;0;0;0;0;0;0
Skoda Yeti 1.2 TSI Ambition 77 kW;Yeti;214490;Německo;91500;2013;Manuál;77;Benzín;0;1;0;0;0;0;0;0
Skoda Fabia 1.0 TSI Monte Carlo 70 kW;Fabia;348490;Francie;9978;2021;Manuál;70;Benzín;0;1;0;0;0;0;0;0
Skoda Octavia 110 kW;Octavia;838490;Německo;21500;2021;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Scala 1.0 TSI DSG Ambition 81 kW;Scala;496490;Španělsko;15000;2021;Automat;81;Benzín;1;1;0;0;0;0;0;0
Skoda Karoq 1.0 TSI 85 kW;Karoq;438990;Švédsko;82000;2018;Manuál;85;Benzín;0;1;0;0;0;0;0;0
Skoda Superb 110 kW;Superb;759990;Francie;14273;2021;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Kodiaq 180 kW;Kodiaq;1447490;Německo;1966;2021;Automat;180;Benzín;1;1;0;0;0;0;0;0
Skoda Scala 110 kW;Scala;513490;Německo;13800;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Karoq 1.0 TSI Ambition 85 kW;Karoq;489990;Švédsko;12780;2019;Manuál;85;Benzín;0;1;0;0;0;0;0;0
Skoda Scala 110 kW;Scala;649990;Německo;12800;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;996490;Německo;26346;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Superb 147 kW;Superb;1138990;Německo;19610;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Octavia TDI 85 kW;Octavia;646990;Německo;9427;2021;Manuál;85;Diesel;0;0;0;1;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG Style 140 kW;Kodiaq;1022490;Německo;4255;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Fabia 1.0 TSI 70 kW;Fabia;425490;Francie;6806;2021;Automat;70;Benzín;1;1;0;0;0;0;0;0
Skoda Superb 147 kW;Superb;1133990;Německo;17600;2020;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Superb 1.4 TSI IV 160 kW;Superb;787990;Francie;11540;2021;Automat;160;Hybrid;1;0;0;0;0;1;0;0
Skoda Yeti 1.2 TSI Active PLUS EDITION 77 kW;Yeti;189990;Německo;160000;2013;Manuál;77;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 147 kW;Kodiaq;1110990;Německo;24050;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Scala 110 kW;Scala;721490;Německo;6000;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Scala Style 110 kW;Scala;598490;Německo;10490;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Rapid 1.0 TSI Clever 70 kW;Rapid;350490;Německo;25325;2018;Manuál;70;Benzín;0;1;0;0;0;0;0;0
Skoda Karoq 1.0 TSI Ambition 85 kW;Karoq;467990;Švédsko;58460;2018;Manuál;85;Benzín;0;1;0;0;0;0;0;0
Skoda Rapid 1.4 TDI Tec Joy 66 kW;Rapid;231490;Německo;118000;2016;Manuál;66;Diesel;0;0;0;1;0;0;0;0
Skoda Superb 2.0 TDI DSG Active 110 kW;Superb;433490;Španělsko;114100;2018;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Scala 110 kW;Scala;623990;Německo;24900;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Superb 1.4 TSI Tec ACT 115 kW;Superb;1036490;Německo;2000;2021;Automat;115;Benzín;1;1;0;0;0;0;0;0
Skoda Scala 1.6 TDI DSG Ambition 85 kW;Scala;541490;Itálie;11948;2021;Automat;85;Diesel;1;0;0;1;0;0;0;0
Skoda Citigo 1.0 MPI Active 44 kW;Citigo;115990;Německo;115000;2015;Manuál;44;Benzín;0;1;0;0;0;0;0;0
Skoda Karoq 1.0 TSI 85 kW;Karoq;422990;Francie;31975;2018;Manuál;85;Benzín;0;1;0;0;0;0;0;0
Skoda Karoq 1.5 TSI ACT DSG 110 kW;Karoq;828990;Německo;1900;2022;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Superb 2.0 TDI DSG Ambition 140 kW;Superb;698490;Německo;63552;2019;Automat;140;Diesel;1;0;0;1;0;0;0;0
Skoda Octavia 110 kW;Octavia;439490;Polsko;57664;2018;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Scala Ambition 110 kW;Scala;494490;Německo;9766;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 147 kW;Kodiaq;1177990;Německo;6291;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Karoq 1.5 TSI ACT DSG 110 kW;Karoq;740490;Španělsko;25500;2021;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG Ambition 140 kW;Kodiaq;1007990;Německo;17190;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Rapid 1.0 TSI Green Tec Clever 82 kW;Rapid;310990;Švédsko;51660;2018;Manuál;82;Benzín;0;1;0;0;0;0;0;0
Skoda Octavia 1.6 TDI Clever 85 kW;Octavia;377490;Francie;80253;2018;Manuál;85;Diesel;0;0;0;1;0;0;0;0
Skoda Octavia 1.6 TDI Green Tec Active 85 kW;Octavia;305990;Slovensko;65192;2017;Manuál;85;Diesel;0;0;0;1;0;0;0;0
Skoda Rapid 81 kW;Rapid;218490;Polsko;151366;2017;Manuál;81;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq Style 147 kW;Kodiaq;948490;Švédsko;41000;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Karoq 1.5 TSI ACT DSG 110 kW;Karoq;752490;Německo;25687;2021;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Fabia 1.4 TDI Style 77 kW;Fabia;194990;Německo;110451;2015;Manuál;77;Diesel;0;0;0;1;0;0;0;0
Skoda Rapid 81 kW;Rapid;286990;Polsko;65846;2017;Manuál;81;Benzín;0;1;0;0;0;0;0;0
Skoda Superb 110 kW;Superb;479990;Polsko;81162;2018;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Rapid 70 kW;Rapid;233990;Polsko;135993;2018;Manuál;70;Benzín;0;1;0;0;0;0;0;0
Skoda Superb 147 kW;Superb;1112490;Německo;29628;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Octavia 2.0 TDI Green Tec Joy 110 kW;Octavia;747490;Itálie;18000;2020;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Scala Ambition 110 kW;Scala;533990;Německo;11100;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Enyaq iV 60 132 kW;Enyaq iV;986990;Francie;2000;2021;Automat;132;Elektřina;1;0;0;0;1;0;0;0
Skoda Kodiaq 147 kW;Kodiaq;1086990;Německo;26500;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Octavia 1.5 TSI DSG Ambition 96 kW;Octavia;499990;Španělsko;21352;2019;Automat;96;CNG;1;0;1;0;0;0;0;0
Skoda Rapid 85 kW;Rapid;260490;Polsko;117131;2017;Manuál;85;Diesel;0;0;0;1;0;0;0;0
Skoda Scala 1.0 TSI Style 85 kW;Scala;485990;Španělsko;9000;2020;Manuál;85;Benzín;0;1;0;0;0;0;0;0
Skoda Octavia 2.0l TDI DSG 4x4 147 kW;Octavia;984490;Německo;29771;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Superb 2.0 TDI Green Tec 140 kW;Superb;1113490;Německo;25000;2021;Automat;140;Diesel;1;0;0;1;0;0;0;0
Skoda Scala Style 110 kW;Scala;647490;Německo;1000;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Scala 1.6 TDI Ambition 85 kW;Scala;485990;Francie;10896;2020;Manuál;85;Diesel;0;0;0;1;0;0;0;0
Skoda Scala 110 kW;Scala;649990;Německo;14890;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Scala 110 kW;Scala;649490;Německo;1050;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Kamiq 1.0 TSI DSG Ambition 81 kW;Kamiq;534490;Francie;16125;2021;Automat;81;Benzín;1;1;0;0;0;0;0;0
Skoda Kodiaq 147 kW;Kodiaq;1164990;Německo;18900;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Scala Ambition 110 kW;Scala;563490;Španělsko;17000;2021;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG Ambition 140 kW;Kodiaq;1009490;Německo;26120;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;1001990;Německo;26614;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Superb 1.4 TSI Tec ACT Style 115 kW;Superb;1033990;Německo;3900;2021;Automat;115;Benzín;1;1;0;0;0;0;0;0
Skoda Octavia 1.6 TDI Green Tec 85 kW;Octavia;485990;Francie;32107;2020;Manuál;85;Diesel;0;0;0;1;0;0;0;0
Skoda Karoq 1.0 TSI Ambition 85 kW;Karoq;435490;Francie;76756;2018;Manuál;85;Benzín;0;1;0;0;0;0;0;0
Skoda Enyaq iV 80 150 kW;Enyaq iV;1246490;Francie;5000;2021;Automat;150;Elektřina;1;0;0;0;1;0;0;0
Skoda Rapid 1.2 TSI Green Tec Style 77 kW;Rapid;248490;Francie;42100;2015;Manuál;77;Benzín;0;1;0;0;0;0;0;0
Skoda Rapid 1.0 TSI Ambition 81 kW;Rapid;249490;Slovensko;136000;2018;Manuál;81;Benzín;0;1;0;0;0;0;0;0
Skoda Rapid 66 kW;Rapid;202490;Polsko;140418;2017;Manuál;66;Diesel;0;0;0;1;0;0;0;0
Skoda Scala Style 110 kW;Scala;622990;Německo;29256;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 147 kW;Kodiaq;1074990;Německo;25843;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Scala 1.6 TDI DSG Ambition 85 kW;Scala;554990;Itálie;19800;2021;Automat;85;Diesel;1;0;0;1;0;0;0;0
Skoda Scala 1.5 TSI DSG Style 110 kW;Scala;572490;Německo;25000;2019;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Fabia 1.0 TSI Style 70 kW;Fabia;437490;Belgie;9913;2021;Manuál;70;Benzín;0;1;0;0;0;0;0;0
Skoda Octavia 2.0 TDI Green Tec Ambition 110 kW;Octavia;569490;Německo;64100;2019;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Superb 110 kW;Superb;779990;Itálie;15800;2021;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Scala 110 kW;Scala;621990;Německo;13815;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 147 kW;Kodiaq;1032490;Německo;27600;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;1033990;Německo;27600;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;1035990;Německo;27056;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Scala 1.6 TDI DSG Ambition 85 kW;Scala;534490;Španělsko;19994;2020;Automat;85;Diesel;1;0;0;1;0;0;0;0
Skoda Scala 110 kW;Scala;584990;Německo;3838;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Superb 110 kW;Superb;727490;Německo;24425;2020;Manuál;110;Diesel;0;0;0;1;0;0;0;0
Skoda Scala 110 kW;Scala;507990;Německo;12500;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Scala 110 kW;Scala;683490;Německo;11000;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;998490;Německo;20700;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Yeti 1.2 TSI DSG Ambition 77 kW;Yeti;253490;Německo;116760;2014;Automat;77;Benzín;1;1;0;0;0;0;0;0
Skoda Superb 1.4 TSI IV Sportline 157 kW;Superb;905490;Belgie;32000;2020;Automat;157;Hybrid;1;0;0;0;0;1;0;0
Skoda Citigo 1.0 MPI 44 kW;Citigo;238490;Rakousko;22300;2017;Manuál;44;Benzín;0;1;0;0;0;0;0;0
Skoda Superb 147 kW;Superb;1162490;Německo;21300;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Octavia 2.0 TDI DPF DSG 103 kW;Octavia;245490;Německo;119800;2013;Automat;103;Diesel;1;0;0;1;0;0;0;0
Skoda Scala 110 kW;Scala;698990;Německo;2000;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Superb Combi 2.0 TDI Green Tec Business Edition 110 kW;Superb;739490;Francie;20850;2021;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Kodiaq 2.0 4x4 DSG RS 176 kW;Kodiaq;1288490;Francie;18791;2020;Automat;176;Diesel;1;0;0;1;0;0;0;0
Skoda Superb Combi 2.0 TDI Green Tec Business Edition 110 kW;Superb;571990;Německo;58499;2019;Manuál;110;Diesel;0;0;0;1;0;0;0;0
Skoda Superb 147 kW;Superb;1033990;Německo;22760;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;970990;Německo;24432;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;980990;Německo;21158;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Yeti 2.0 TDI 4x4 Ambition 81 kW;Yeti;327990;Slovensko;134623;2017;Manuál;81;Diesel;0;0;0;1;0;0;0;0
Skoda Karoq 1.0 TSI DSG Style 85 kW;Karoq;536490;Francie;45279;2018;Automat;85;Benzín;1;1;0;0;0;0;0;0
Skoda Karoq 1.0 TSI Ambition 85 kW;Karoq;489990;Švédsko;22000;2019;Manuál;85;Benzín;0;1;0;0;0;0;0;0
Skoda Superb 2.0 TSI DSG Ambition 140 kW;Superb;865990;Německo;25623;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Yeti 2.0 TDI 81 kW;Yeti;257490;Německo;111271;2013;Manuál;81;Diesel;0;0;0;1;0;0;0;0
Skoda Superb 147 kW;Superb;1035990;Německo;27633;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Kodiaq 1.5 TSI ACT DSG 110 kW;Kodiaq;984990;Německo;2500;2021;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Scala 1.0 TSI DSG Ambition 81 kW;Scala;524490;Španělsko;22000;2021;Automat;81;Benzín;1;1;0;0;0;0;0;0
Skoda Scala 110 kW;Scala;698990;Německo;9999;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Fabia 1.0 TSI 70 kW;Fabia;409990;Francie;13400;2021;Manuál;70;Benzín;0;1;0;0;0;0;0;0
Skoda Enyaq iV 80 150 kW;Enyaq iV;1296990;Francie;9000;2021;Automat;150;Elektřina;1;0;0;0;1;0;0;0
Skoda Superb 1.5 TSI ACT DSG Active 110 kW;Superb;456990;Německo;40322;2018;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Superb 2.0 TDI 110 kW;Superb;481990;Německo;67263;2019;Manuál;110;Diesel;0;0;0;1;0;0;0;0
Skoda Karoq 1.5 TSI ACT DSG 110 kW;Karoq;728990;Polsko;20600;2021;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Enyaq iV 60 132 kW;Enyaq iV;977490;Francie;1000;2021;Automat;132;Elektřina;1;0;0;0;1;0;0;0
Skoda Superb 2.0 TDI DSG Style 110 kW;Superb;485990;Francie;87438;2017;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Scala 1.6 TDI Ambition 85 kW;Scala;493990;Španělsko;24415;2020;Manuál;85;Diesel;0;0;0;1;0;0;0;0
Skoda Scala 110 kW;Scala;620990;Německo;10530;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Octavia 2.0 TDI Tec DSG 110 kW;Octavia;358490;Francie;98967;2016;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;970490;Německo;22300;2020;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Superb Combi 2.0 TDI Green Tec Business Edition 110 kW;Superb;764990;Francie;13850;2021;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Karoq 1.5 TSI ACT DSG 110 kW;Karoq;803990;Německo;4890;2021;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Octavia 2.0l TDI DSG 4x4 147 kW;Octavia;984490;Německo;25280;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Rapid 85 kW;Rapid;281490;Polsko;110000;2017;Manuál;85;Diesel;0;0;0;1;0;0;0;0
Skoda Scala 1.0 TSI Ambition 81 kW;Scala;473990;Španělsko;9048;2021;Manuál;81;Benzín;0;1;0;0;0;0;0;0
Skoda Scala 110 kW;Scala;497990;Polsko;7500;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 147 kW;Kodiaq;1099490;Německo;14741;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG Soleil 140 kW;Kodiaq;967490;Německo;23054;2020;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Scala 110 kW;Scala;649990;Německo;17852;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Yeti 1.2 TSI 77 kW;Yeti;225490;Německo;99900;2013;Manuál;77;Benzín;0;1;0;0;0;0;0;0
Skoda Octavia 2.0 TDI Green Tec Joy 110 kW;Octavia;632990;Švédsko;37900;2020;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Superb 110 kW;Superb;474490;Polsko;61504;2018;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Enyaq iV 80 150 kW;Enyaq iV;1388490;Francie;8500;2021;Automat;150;Elektřina;1;0;0;0;1;0;0;0
Skoda Scala 1.6 TDI DSG Ambition 85 kW;Scala;541490;Itálie;14743;2021;Automat;85;Diesel;1;0;0;1;0;0;0;0
Skoda Scala 110 kW;Scala;713990;Německo;26854;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Rapid 90 kW;Rapid;287490;Německo;84000;2014;Automat;90;Benzín;1;1;0;0;0;0;0;0
Skoda Fabia 1.0 TSI Clever 70 kW;Fabia;238490;Francie;73210;2018;Manuál;70;Benzín;0;1;0;0;0;0;0;0
Skoda Rapid 66 kW;Rapid;242490;Polsko;137950;2017;Manuál;66;Diesel;0;0;0;1;0;0;0;0
Skoda Superb Combi 2.0 TDI Green Tec Sportline Business 110 kW;Superb;512490;Německo;113400;2017;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Citigo 1.0 MPI Active 44 kW;Citigo;185490;Rakousko;79577;2018;Manuál;44;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;965990;Německo;28154;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;984490;Německo;20900;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Scala Style 110 kW;Scala;598490;Německo;19246;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;981990;Německo;19000;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Citigo 1.0 MPI Tec Clever 44 kW;Citigo;238990;Francie;16530;2019;Manuál;44;Benzín;0;1;0;0;0;0;0;0
Skoda Fabia 1.0 TSI Monte Carlo 70 kW;Fabia;382490;Francie;11641;2021;Manuál;70;Benzín;0;1;0;0;0;0;0;0
Skoda Enyaq iV 80 150 kW;Enyaq iV;1144990;Francie;15890;2021;Automat;150;Elektřina;1;0;0;0;1;0;0;0
Skoda Karoq 1.5 TSI ACT 110 kW;Karoq;550490;Švédsko;33550;2018;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Fabia TSI 81kW Tec Style 81 kW;Fabia;427490;Německo;25313;2020;Manuál;81;Benzín;0;1;0;0;0;0;0;0
Skoda Octavia 2.0l TDI DSG 4x4 147 kW;Octavia;979990;Německo;24600;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Kamiq 1.0 TSI DSG 81 kW;Kamiq;549490;Francie;3000;2021;Automat;81;Benzín;1;1;0;0;0;0;0;0
Skoda Karoq 1.5 TSI ACT DSG 110 kW;Karoq;713990;Francie;5400;2021;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Scala 110 kW;Scala;644990;Německo;3778;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Scala Style 110 kW;Scala;605990;Německo;14500;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Kamiq 1.5 TSI DSG Ambition 110 kW;Kamiq;561990;Španělsko;17900;2021;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Scala Ambition 110 kW;Scala;506990;Německo;11707;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Fabia 1.0 TSI 70 kW;Fabia;397490;Francie;15797;2021;Automat;70;Benzín;1;1;0;0;0;0;0;0
Skoda Karoq 1.6 TDI SCR DSG 85 kW;Karoq;535990;Francie;54690;2019;Automat;85;Diesel;1;0;0;1;0;0;0;0
Skoda Scala 110 kW;Scala;662990;Německo;23592;2021;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 147 kW;Kodiaq;1136990;Německo;19983;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Scala Style 110 kW;Scala;556990;Německo;10509;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;1010490;Německo;6500;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Scala Ambition 110 kW;Scala;545490;Španělsko;24960;2020;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Superb 1.4 TSI Tec ACT Style 115 kW;Superb;1035990;Německo;6052;2021;Automat;115;Benzín;1;1;0;0;0;0;0;0
Skoda Kodiaq 147 kW;Kodiaq;1188490;Německo;25900;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Enyaq iV 60 132 kW;Enyaq iV;952490;Francie;1000;2021;Automat;132;Elektřina;1;0;0;0;1;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;984490;Německo;23900;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Octavia 2.0 TDI Tec Business 110 kW;Octavia;518990;Francie;56235;2019;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Scala 110 kW;Scala;590490;Německo;9800;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 1.5 TSI ACT DSG Style 110 kW;Kodiaq;930490;Německo;7480;2021;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Karoq 1.5 TSI ACT DSG 110 kW;Karoq;713990;Francie;5638;2021;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Kodiaq Style 147 kW;Kodiaq;986990;Švédsko;17970;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Octavia 110 kW;Octavia;472490;Španělsko;33000;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TDI DSG Ambition 110 kW;Kodiaq;838490;Francie;27431;2021;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Enyaq iV 80 150 kW;Enyaq iV;1372990;Francie;6000;2021;Automat;150;Elektřina;1;0;0;0;1;0;0;0
Skoda Fabia Combi 1.0 TSI Tec 70 kW;Fabia;397490;Francie;12740;2021;Manuál;70;Benzín;0;1;0;0;0;0;0;0
Skoda Fabia 1.0 TSI 70 kW;Fabia;367990;Francie;19382;2021;Manuál;70;Benzín;0;1;0;0;0;0;0;0
Skoda Citigo 1.0 MPI Tec 44 kW;Citigo;223490;Polsko;51000;2019;Manuál;44;Benzín;0;1;0;0;0;0;0;0
Skoda Superb 2.0 TDI DSG 110 kW;Superb;534490;Francie;46521;2018;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Kodiaq 2.0 TDI DSG 110 kW;Kodiaq;924490;Francie;8026;2021;Automat;110;Diesel;1;0;0;1;0;0;0;0
Skoda Kodiaq 147 kW;Kodiaq;1060990;Německo;29990;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Citigo 61 kW;Citigo;468490;Německo;15530;2020;Automat;61;Elektřina;1;0;0;0;1;0;0;0
Skoda Fabia 1.0 TSI 70 kW;Fabia;372490;Francie;8185;2021;Manuál;70;Benzín;0;1;0;0;0;0;0;0
Skoda Karoq 1.5 TSI ACT Ambition 110 kW;Karoq;598490;Německo;50664;2019;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW;Kodiaq;971490;Německo;19869;2021;Automat;140;Benzín;1;1;0;0;0;0;0;0
Skoda Octavia 1.8 TSI DSG Ambition 132 kW;Octavia;482490;Německo;42875;2018;Automat;132;Benzín;1;1;0;0;0;0;0;0
Skoda Scala 110 kW;Scala;589490;Německo;10766;2020;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Karoq 1.5 TSI ACT 110 kW;Karoq;538490;Francie;44575;2019;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Octavia 110 kW;Octavia;418990;Polsko;54510;2018;Manuál;110;Benzín;0;1;0;0;0;0;0;0
Skoda Octavia 1.5 TSI ACT DSG 110 kW;Octavia;585490;Německo;24000;2020;Automat;110;Benzín;1;1;0;0;0;0;0;0
Skoda Rapid 77 kW;Rapid;242990;Polsko;14800;2014;Manuál;77;Benzín;0;1;0;0;0;0;0;0
Skoda Rapid 1.0 TSI 70 kW;Rapid;275490;Německo;95320;2017;Manuál;70;Benzín;0;1;0;0;0;0;0;0
Skoda Kodiaq 147 kW;Kodiaq;1215990;Německo;26700;2021;Automat;147;Diesel;1;0;0;1;0;0;0;0
Skoda Rapid 63 kW;Rapid;226990;Německo;109438;2015;Manuál;63;Benzín;0;1;0;0;0;0;0;0
