name,model,price,country,mileage,registration,transmission,power,fueltype,Citigo,Enyaq iV,Fabia,Kamiq,Karoq,Kodiaq,Octavia,Rapid,Scala,Superb,Yeti,Automat,Manuál,Benzín,CNG,Diesel,Elektřina,Hybrid,LPG,Ostatní paliva
Skoda Octavia 2.0 TDI DSG Style 110 kW,Octavia,713990,Francie,14500,2021,Automat,110,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Fabia 1.0 TSI 70 kW,Fabia,397490,Francie,15797,2021,Automat,70,Benzín,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TDI DSG 110 kW,Kodiaq,893490,Německo,31121,2021,Automat,110,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Octavia 147 kW,Octavia,1086990,Německo,18250,2021,Automat,147,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Karoq 1.6 TDI SCR DSG 85 kW,Karoq,535990,Francie,54690,2019,Automat,85,Diesel,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Scala 110 kW,Scala,662990,Německo,23592,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 147 kW,Kodiaq,1136990,Německo,19983,2021,Automat,147,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Enyaq iV 60 132 kW,Enyaq iV,1203490,Německo,4500,2021,Automat,132,Elektřina,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Skoda Scala Style 110 kW,Scala,556990,Německo,10509,2020,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Scala 1.0 TSI Ambition 70 kW,Scala,460990,Španělsko,15382,2021,Manuál,70,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Scala 1.0 TSI Ambition 70 kW,Scala,448490,Španělsko,17998,2021,Manuál,70,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,1010490,Německo,6500,2021,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Scala Ambition 110 kW,Scala,545490,Španělsko,24960,2020,Automat,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Skoda Superb 1.4 TSI Tec ACT Style 115 kW,Superb,1035990,Německo,6052,2021,Automat,115,Benzín,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Skoda Karoq 1.5 TSI ACT DSG 110 kW,Karoq,765490,Německo,21600,2021,Automat,110,Benzín,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Karoq 1.5 TSI ACT DSG 110 kW,Karoq,863490,Německo,2500,2022,Automat,110,Benzín,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Kodiaq 147 kW,Kodiaq,1188490,Německo,25900,2021,Automat,147,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Enyaq iV 60 132 kW,Enyaq iV,952490,Francie,1000,2021,Automat,132,Elektřina,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,984490,Německo,23900,2021,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Octavia 2.0 TDI Tec Business 110 kW,Octavia,559490,Francie,35460,2020,Automat,110,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Octavia 2.0 TDI Green Tec Style 110 kW,Octavia,657490,Švédsko,9710,2020,Automat,110,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Octavia 2.0 TDI Tec Business 110 kW,Octavia,518990,Francie,56235,2019,Automat,110,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Scala 110 kW,Scala,590490,Německo,9800,2020,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 1.5 TSI ACT DSG Style 110 kW,Kodiaq,930490,Německo,7480,2021,Automat,110,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Rapid 1.4 TSI Green Tec Joy 93 kW,Rapid,369490,Švédsko,41550,2018,Automat,93,Benzín,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Karoq 1.5 TSI ACT DSG 110 kW,Karoq,713990,Francie,5638,2021,Automat,110,Benzín,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Karoq 1.0 TSI Ambition 85 kW,Karoq,484990,Švédsko,21960,2018,Manuál,85,Benzín,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq Style 147 kW,Kodiaq,986990,Švédsko,17970,2021,Automat,147,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Yeti 1.2 TSI Active 77 kW,Yeti,211990,Německo,160000,2013,Manuál,77,Benzín,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 180 kW,Kodiaq,1414990,Německo,4938,2021,Automat,180,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 4x4 DSG 176 kW,Kodiaq,1216490,Německo,50000,2020,Automat,176,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Superb 2.0 TSI 4x4 DSG 200 kW,Superb,1073490,Německo,25182,2021,Automat,200,Benzín,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Skoda Octavia 110 kW,Octavia,472490,Španělsko,33000,2020,Manuál,110,Benzín,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Scala 1.6 TDI DSG 85 kW,Scala,595990,Německo,16900,2021,Automat,85,Diesel,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Skoda Citigo 1.0 MPI Cool Edition 44 kW,Citigo,184490,Německo,99999,2017,Manuál,44,Benzín,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Superb 2.0 TSI DSG 162 kW,Superb,481990,Německo,121030,2016,Automat,162,Benzín,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TDI DSG Ambition 110 kW,Kodiaq,838490,Francie,27431,2021,Automat,110,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Enyaq iV 80 150 kW,Enyaq iV,1372990,Francie,6000,2021,Automat,150,Elektřina,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Skoda Octavia 2.0l TDI 85 kW,Octavia,612990,Francie,12141,2021,Manuál,85,Diesel,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Skoda Superb 147 kW,Superb,1138490,Německo,29200,2021,Automat,147,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Karoq 2.0 TDI SCR 4x4 DSG Sportline 110 kW,Karoq,944990,Německo,26650,2021,Automat,110,Diesel,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Superb 1.8 TSI DSG L&K 132 kW,Superb,559990,Německo,70527,2017,Automat,132,Benzín,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 4x4 DSG RS 176 kW,Kodiaq,1327990,Francie,29142,2020,Automat,176,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Fabia Combi 1.0 TSI Tec 70 kW,Fabia,397490,Francie,12740,2021,Manuál,70,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Kamiq 1.5 TSI DSG Style 110 kW,Kamiq,637990,Francie,7822,2021,Automat,110,Benzín,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Fabia 1.0 TSI 70 kW,Fabia,367990,Francie,19382,2021,Manuál,70,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Citigo 1.0 MPI Tec 44 kW,Citigo,223490,Polsko,51000,2019,Manuál,44,Benzín,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Fabia 1.0 TSI Ambition 70 kW,Fabia,358490,Španělsko,15277,2021,Manuál,70,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Fabia 1.0 MPI 44 kW,Fabia,296990,Francie,23093,2019,Manuál,44,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Superb 1.4 TSI ACT DSG 110 kW,Superb,445490,Německo,130770,2016,Automat,110,Benzín,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Skoda Scala 1.0 TSI 70 kW,Scala,444490,Německo,9900,2021,Manuál,70,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Superb 2.0 TDI DSG 110 kW,Superb,534490,Francie,46521,2018,Automat,110,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Scala 110 kW,Scala,646990,Německo,13000,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TDI DSG 110 kW,Kodiaq,924490,Francie,8026,2021,Automat,110,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Fabia 1.0 TSI 70 kW,Fabia,427990,Španělsko,15000,2021,Manuál,70,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Octavia Combi 1.2 TSI Arctic 77 kW,Octavia,213490,Německo,107600,2013,Manuál,77,Benzín,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 147 kW,Kodiaq,1060990,Německo,29990,2021,Automat,147,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Citigo 61 kW,Citigo,468490,Německo,15530,2020,Automat,61,Elektřina,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Skoda Octavia 110 kW,Octavia,375990,Polsko,82930,2016,Automat,110,Benzín,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Scala 1.0 TSI DSG Ambition 81 kW,Scala,524490,Španělsko,23200,2021,Automat,81,Benzín,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Skoda Scala 1.6 TDI Ambition 85 kW,Scala,473990,Španělsko,24127,2020,Manuál,85,Diesel,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Skoda Fabia 1.0 TSI 70 kW,Fabia,407490,Francie,14030,2021,Automat,70,Benzín,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Fabia 1.0 TSI 70 kW,Fabia,372490,Francie,8185,2021,Manuál,70,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Karoq 2.0 TSI 4x4 DSG Sportline 140 kW,Karoq,945490,Německo,21137,2021,Automat,140,Benzín,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Karoq 1.5 TSI ACT Ambition 110 kW,Karoq,598490,Německo,50664,2019,Manuál,110,Benzín,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Scala 1.0 TSI Ambition 81 kW,Scala,486490,Španělsko,19185,2021,Manuál,81,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,980990,Německo,24400,2021,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Fabia 1.0 TSI 70 kW,Fabia,335990,Francie,34760,2019,Manuál,70,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,971490,Německo,19869,2021,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Superb 2.0 TDI 4x4 DSG Premium Edition 140 kW,Superb,978490,Německo,22600,2019,Automat,140,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Octavia 1.8 TSI DSG Ambition 132 kW,Octavia,482490,Německo,42875,2018,Automat,132,Benzín,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Scala 1.0 TSI DSG 81 kW,Scala,649990,Německo,7400,2022,Automat,81,Benzín,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Skoda Scala 110 kW,Scala,589490,Německo,10766,2020,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Karoq 1.5 TSI ACT 110 kW,Karoq,538490,Francie,44575,2019,Manuál,110,Benzín,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Octavia 110 kW,Octavia,418990,Polsko,54510,2018,Manuál,110,Benzín,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Octavia 1.5 TSI ACT DSG 110 kW,Octavia,585490,Německo,24000,2020,Automat,110,Benzín,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Karoq 1.5 TSI ACT DSG 110 kW,Karoq,764990,Německo,21100,2021,Automat,110,Benzín,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Octavia 1.4 TSI DSG Drive 110 kW,Octavia,422990,Francie,45623,2017,Automat,110,Benzín,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Citigo 1.0 MPI 44 kW,Citigo,194990,Francie,42990,2017,Manuál,44,Benzín,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 147 kW,Kodiaq,1213990,Německo,26990,2021,Automat,147,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Rapid 77 kW,Rapid,242990,Polsko,14800,2014,Manuál,77,Benzín,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Rapid 1.0 TSI 70 kW,Rapid,275490,Německo,95320,2017,Manuál,70,Benzín,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 147 kW,Kodiaq,1215990,Německo,26700,2021,Automat,147,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Rapid 63 kW,Rapid,226990,Německo,109438,2015,Manuál,63,Benzín,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Octavia 110 kW,Octavia,488990,Španělsko,33474,2020,Manuál,110,Benzín,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Karoq 1.5 TSI ACT DSG Style 110 kW,Karoq,817490,Německo,1001,2022,Automat,110,Benzín,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TDI 4x4 DSG 140 kW,Kodiaq,939490,Německo,17200,2020,Automat,140,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,1035490,Německo,26590,2021,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Kodiaq 147 kW,Kodiaq,1085490,Německo,16100,2021,Automat,147,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Kodiaq 147 kW,Kodiaq,1112490,Německo,23542,2021,Automat,147,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Superb 2.0 TSI DSG Ambition 140 kW,Superb,824990,Německo,40362,2021,Automat,140,Benzín,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Skoda Scala 110 kW,Scala,622490,Německo,4900,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Scala 1.0 TSI DSG 81 kW,Scala,608490,Německo,3980,2021,Automat,81,Benzín,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Skoda Octavia 85 kW,Octavia,461990,Španělsko,27916,2019,Automat,85,Benzín,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Octavia 85 kW,Octavia,333990,Polsko,124814,2018,Manuál,85,Diesel,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Skoda Scala 110 kW,Scala,714490,Německo,16079,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Fabia 1.0 TSI 70 kW,Fabia,410490,Francie,13786,2021,Automat,70,Benzín,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Yeti 2.0 TDI Green Tec 4x4 Style 110 kW,Yeti,456990,Německo,131500,2017,Automat,110,Diesel,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Skoda Superb 2.0 TDI DSG SportLine 140 kW,Superb,688490,Německo,49380,2017,Automat,140,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Scala 1.0 TSI DSG Ambition 81 kW,Scala,509490,Španělsko,12610,2021,Automat,81,Benzín,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Skoda Superb 2.0 TDI 4x4 Green Tec Style 140 kW,Superb,879490,Německo,51358,2019,Automat,140,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Enyaq iV 80 150 kW,Enyaq iV,1271490,Francie,6000,2021,Automat,150,Elektřina,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Skoda Superb 2.0 TSI 4x4 DSG L&K 200 kW,Superb,1073490,Německo,14986,2021,Automat,200,Benzín,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Skoda Scala 110 kW,Scala,714490,Německo,18000,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Scala Style 110 kW,Scala,559490,Německo,42847,2020,Automat,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Skoda Citigo 1.0 MPI Active 44 kW,Citigo,116990,Německo,110000,2015,Manuál,44,Benzín,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,1035990,Německo,16881,2021,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Rapid 77 kW,Rapid,236490,Německo,142550,2015,Manuál,77,Benzín,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Rapid 85 kW,Rapid,336490,Německo,95835,2018,Manuál,85,Diesel,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Skoda Karoq 2.0 TDI SCR Sportline 110 kW,Karoq,751990,Francie,14509,2021,Manuál,110,Diesel,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Skoda Kodiaq 180 kW,Kodiaq,1265490,Německo,4898,2021,Automat,180,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Rapid 66 kW,Rapid,212990,Polsko,110838,2016,Manuál,66,Diesel,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Skoda Kodiaq 2.0 TDI 4x4 DSG Sportline 140 kW,Kodiaq,1011490,Švédsko,25050,2020,Automat,140,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Superb 1.4 TSI IV 160 kW,Superb,827990,Francie,17960,2021,Automat,160,Hybrid,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Skoda Scala 110 kW,Scala,698990,Německo,2000,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Citigo 1.0 MPI 44 kW,Citigo,187490,Francie,48750,2017,Manuál,44,Benzín,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Superb 147 kW,Superb,1048990,Německo,20826,2021,Automat,147,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Karoq 1.0 TSI 81 kW,Karoq,604990,Německo,2500,2021,Manuál,81,Benzín,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Karoq 1.5 TSI ACT DSG 110 kW,Karoq,798990,Německo,13505,2021,Automat,110,Benzín,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Scala Style 110 kW,Scala,587990,Německo,13984,2020,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Scala 1.0 TSI Ambition 81 kW,Scala,480990,Francie,16395,2021,Manuál,81,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Superb 2.0 TDI Tec Ambition 110 kW,Superb,855990,Německo,21562,2021,Automat,110,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Octavia 2.0 TDI Green Tec Style 110 kW,Octavia,764490,Francie,8600,2021,Automat,110,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Citigo 1.0 MPI 55 kW,Citigo,218490,Polsko,46698,2018,Manuál,55,Benzín,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Octavia 2.0l TDI DSG 4x4 147 kW,Octavia,1036490,Německo,20604,2021,Automat,147,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Scala 1.0 TSI Ambition 81 kW,Scala,440990,Slovensko,20000,2021,Manuál,81,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 147 kW,Kodiaq,1072990,Německo,26500,2021,Automat,147,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Octavia 2.0 TDI DSG Ambition 110 kW,Octavia,829490,Německo,4900,2021,Automat,110,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Superb 147 kW,Superb,967490,Německo,1750,2020,Automat,147,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Enyaq iV 60 132 kW,Enyaq iV,974990,Francie,1000,2021,Automat,132,Elektřina,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Skoda Yeti 1.4 TSI Drive 92 kW,Yeti,357490,Německo,117907,2017,Manuál,92,Benzín,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TDI DSG 110 kW,Kodiaq,903990,Francie,17698,2021,Automat,110,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Kodiaq 180 kW,Kodiaq,1290990,Německo,4999,2022,Automat,180,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Rapid 70 kW,Rapid,209490,Německo,135420,2017,Manuál,70,Benzín,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Octavia 1.6 TDI Green Tec Ambition 85 kW,Octavia,427490,Německo,66346,2017,Automat,85,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Kamiq 1.0 TSI 81 kW,Kamiq,473990,Slovensko,9000,2022,Manuál,81,Benzín,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Superb 147 kW,Superb,1031490,Německo,21620,2021,Automat,147,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Fabia 81 kW,Fabia,453490,Německo,4100,2021,Manuál,81,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Enyaq iV 60 132 kW,Enyaq iV,1018490,Francie,8000,2021,Automat,132,Elektřina,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Skoda Scala 110 kW,Scala,672990,Německo,22900,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Kamiq 1.5 TSI DSG 110 kW,Kamiq,726990,Německo,10948,2021,Automat,110,Benzín,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Octavia 2.0l TDI 85 kW,Octavia,587490,Francie,11550,2021,Manuál,85,Diesel,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Skoda Scala 1.0 TSI DSG 85 kW,Scala,455990,Německo,19500,2021,Automat,85,Benzín,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Skoda Karoq 1.5 TSI ACT DSG 110 kW,Karoq,711990,Francie,5780,2021,Automat,110,Benzín,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Octavia 2.0 TDI 4x4 DSG RS 135 kW,Octavia,659490,Švédsko,49560,2019,Automat,135,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Scala 110 kW,Scala,669990,Německo,26100,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Superb 147 kW,Superb,1110990,Německo,10490,2021,Automat,147,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Rapid 66 kW,Rapid,299990,Německo,81100,2016,Automat,66,Diesel,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Rapid 85 kW,Rapid,286990,Polsko,78078,2017,Manuál,85,Diesel,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
